Community,Num,Id,Request,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,CH11
Wikipedia,1155,423536,"And what, may I ask, is ''your'' relationship to Hammersoft? How did you come upon this matter?",7,-1,1,,,,,,,,-8
Wikipedia,1156,423540,I went to 'url' and couldn't find it. Can you provide a link?,2,2,1,,,,,,8,,2
Wikipedia,1157,426769,"Hi, I hadn't realized that you had made a revert on redirecting this.  Could you see my comments on 'url'?",4,7,-2,,,,,,0,,-8
Wikipedia,1158,428392,I have an email from the owner of this image that your BOT deleted.  Can you please restore this and I can send in the email granting me permission to post?,2,6,3,,,,,,6,,2
Wikipedia,1159,431479,"I would like to do the same for 'url', a Houston neighborhood. How do I do this?",2,7,1,,,,,,5,,-4
Wikipedia,1160,438343,"Hello, I noticed you recently did a lot of work on the '''url''' page. I was wondering if you know of the origin of the word ""Nassarius"" - its etymology/ what is it named after?",1,9,-2,,,,,,3,,-3
Wikipedia,1161,438448,Understood. Do you know of any legal expert you could contact to clarify this issue?,3,5,1,,,,,,0,,-6
Wikipedia,1162,439715,"Hello again. Could you move this to 'url', please?",2,5,9,,,,,,11,,2
Wikipedia,1163,442925,Why on earth have you deleted the article on the 'url'?  Can you please undelete it?,-10,-7,-7,,,,,,-5,,-9
Wikipedia,1164,446166,I note that you've edited since this was brought up here. Could you please respond?,-1,5,6,,,,,,10,,6
Wikipedia,1165,448921,"Hey, I just noticed 'url', and something doesn't seem right. What should be done?",4,8,-2,,,,,,1,,-8
Wikipedia,1166,454457,"Hi Deb, I created the page which was deleted which I hoped could have been a stub starting point for building up a better and more detailed article about the organisation. Could you offer some advice on how I could have made it better and have avoided deletion?",10,13,6,,,,,-3,6,13,
Wikipedia,1167,456164,The large coat of arms is still be commented on. Maybe you can lend a word or two?,8,8,2,,,,,2,4,7,
Wikipedia,1168,458314,You know there's no excuse for the edits you're making related to your position at 'url'. This has to go to 'url'; would you like to make the report?,-2,4,3,,,,,3,3,-3,
Wikipedia,1169,460261,"My edit on 'url' was written by me, not copied from a forum. Out of curiousity, which forum copied my post on Wikipedia?",2,8,-2,,,,,-6,4,-11,
Wikipedia,1170,460480,"I thought that I should tell you that I created a new SVG version of the Wikipedia logo, located 'url'. It has a few problems, could you help me with it?",10,6,6,,,,,-7,8,4,
Wikipedia,1171,466813,"Some time ago you uploaded an image of the Knowledge Navigator, which was speedied some time later. Can you upload the file again?",3,5,1,,,,,0,0,3,
Wikipedia,1172,471521,Have a look at the changes. Do you think they will break anything?,0,8,1,,,,,-1,1,-11,
Wikipedia,1173,476471,The primary meaning is not formatted well here. Care to take a shot at it?,2,4,-2,,,,,4,5,13,
Wikipedia,1174,476584,Something's still not right with me here. Think you can perform one of those cleanups?,0,8,-1,,,,,2,5,2,
Wikipedia,1175,476673,Either 'url' is really misinterpreting the guidelines or I missed out on something. Care to shed light here?,1,6,-1,,,,,-2,3,13,
Wikipedia,1176,478167,"<person>, with whom you discussed linkspam in 2006, has returned. Could you offer your views on his talkpage?",4,7,6,,,,,0,5,13,
Wikipedia,1177,480295,"I ""voted"" weak keep, based on what I've found.  Can you comment?",0,5,-2,,,,,2,3,-3,
Wikipedia,1178,489092,"You deleted this, but somehow it still shows up on the parent category's page 'url'.  Is this normal and/or can you fix this?",0,6,-5,,,,,0,4,-11,
Wikipedia,1179,492399,"Hello - someone moved 'url' to a new title with diacritics - and a hyphen, which nobody in the talk page had ever discussed. How does one undo that?",-1,7,-2,,,,,-1,9,0,
Wikipedia,1180,493880,Without information about the source and whether it's a free use or fair use picture it can't be used under the Wikipedia rules. Do you have this information?,-1,3,-1,,,,,-2,4,5,
Wikipedia,1181,494638,"I never received any notification of any deletion proposal, lest I would have contested. Is there any way to find the original proposal and/or artical, or has it just been sent to oblivion?",4,8,3,,,,3,,,10,6
Wikipedia,1182,499757,Welcome to WikiProject Austria. I'm wondering if you're willing to coordinate the project for a while?,7,7,8,,,,12,,,13,11
Wikipedia,1183,500319,"You added managerial stats but they state Ferguson only managed St.Mirren for 12 games.  That's too few given he was there for 4 years, please can you fix?",1,7,0,,,,8,,,-7,6
Wikipedia,1184,505413,I notice that you are using a very old version of my monobook script. Have you considered updating it?,5,4,-3,,,,6,,,2,-2
Wikipedia,1185,505765,Your bot has ruined the formatting on ref 2 in 'url'. Would you care to either call off the bot or suggest an alternate formatting that will work better?,4,-3,-5,,,,-11,,,-11,4
Wikipedia,1186,507179,"You may not remember doing this but, you erased a page entitled, Earl Newton.  Why did you do it?",-9,1,-3,,,,4,,,-11,-9
Wikipedia,1187,507499,"url' is telling me that your talk page and 'url' supposedly both link there, but I can't find them for the life of me. Any ideas?",2,3,1,,,,12,,,2,3
Wikipedia,1188,508961,"I hope I am now signed on and you remove the erroneous vandalism report. Don't you think it would be more politic to send a message with a question than to preemptorily declare an edit ""vandalism""?",3,-7,-4,,,,-11,,,-11,3
Wikipedia,1189,513103,"It isn't clear to me that he knew WHO Amorrow was, someone has left a message that will hopefully set him straight. Do you have a link to the blog?",1,2,1,,,,5,,,1,2
Wikipedia,1190,513734,"Hi, thanks for moving three of the Brussels municipalities. Could you move 'url' to 'url' as well?",4,4,6,,,,13,,,13,2
Wikipedia,1191,517632,"Are you there? I just posted YAP, Yet Another Plea, on 'url', might you wish to pitch in with something technical or at least magisterial?",4,6,3,,,,13,,,2,6
Wikipedia,1192,519222,"Also, I undid the recent move to Eris, pending some discussion. Maybe you'd like to support/oppose the move?",7,4,2,,,,-11,,,6,1
Wikipedia,1193,520030,This is starting to almost feel like harassment. Perhaps we should take this to a mediation committee?,4,5,1,,,,5,,,13,4
Wikipedia,1194,522511,"Alistair, you have only undone the autoblock; you haven't unblocked the account yet. Could you do that, please?",0,4,7,,,,-6,,,-11,9
Wikipedia,1195,522744,I'm not sure what you mean by pointing out that votes were placed before the version you created. Could you elaborate?,7,5,1,,,,4,,,-7,7
Wikipedia,1196,522828,"Hello. Since you have contributed to 'url' in the past, could you spare a minute to discuss the fate of 'url'?",4,7,9,7,-2,,0,,5,-1,1
Wikipedia,1197,526560,"I'd really like to keep the image, just because it's of a Medal of Honor winner.  Is there a way to shrink the table, or another place in the article (Like the Footnotes section) where the image would work?",2,9,1,2,1,,2,,2,5,6
Wikipedia,1198,526810,"There is a recommendation on the talk page of the ""'url'"". What do you think of it?",1,3,1,3,-2,,6,,2,-3,1
Wikipedia,1199,528217,Does that mean all the realiable sources are incorrect too? Was the e-mail from a reliable source?,1,6,0,6,0,,4,,-3,-11,3
Wikipedia,1200,528379,"Why was 'url' deleted when it was simply a crop of 'url' which is public domain? I'm pretty sure I wrote that on the description page, but if not, can it be restored?",0,1,-1,9,6,,10,,-7,-2,5
Wikipedia,1201,529277,Update is four hours late. Any chance you could post it?,0,2,0,2,0,,-1,,-5,-1,-4
Wikipedia,1202,530060,"Excellent, thank you! Can you also delete the 'url' from en and move hooks from the 'url' to 'url'?",4,11,6,5,5,,2,,7,5,13
Wikipedia,1203,530306,Thank you! Could you protect the picture that's live too?,2,11,9,6,7,,2,,10,-5,10
Wikipedia,1204,530683,Commons 'url' has been at Deletion Requests since July.  Can it be closed now?,-5,3,1,6,-2,,5,,4,0,-1
Wikipedia,1205,532974,"You removed the border issue coverage in 'url', and your explanation was that it's covered in another article. Where is it covered?",0,7,-1,5,-1,,7,,-7,-3,4
Wikipedia,1206,542860,Hello? Whom do I speak to to become a 'url'?,-5,0,-1,4,-8,,3,,4,,6
Wikipedia,1207,545520,"Hi Tim, I received the photograph from Delft but it's page looks a mess and I can't edit it. Can you, or do you know someone who can, fix it?",2,5,4,5,7,,1,,6,-1,7
Wikipedia,1208,549682,"As I wrote above, at first I thought lets keep it, but after I heard some arguments, and when I made analysis of my own, I got to my conclusion. What's yours?",1,1,1,7,5,,-1,,-6,-6,0
Wikipedia,1209,550275,Could you please block me indefinitely. If you can't then what do I need to do to get blocked indefinitely?,2,,6,6,-5,,5,,9,-11,-1
Wikipedia,1210,550622,"Hi, I noticed on 'url' you mentioned its Alexa traffic rank.  How do you find out the Alexa traffic rank of something?",-1,4,3,-4,-3,,7,,3,-6,-1
Wikipedia,1211,553125,"I presume you haven't obliterated them completely, because that would be to be editorialise enormously. Where have you put them instead?",2,0,2,9,,3,6,,3,,
Wikipedia,1212,553188,"This page is new, the result of a move - the page it moved from is now a redirect to 'url', but the history which goes with it is at the page I asked to be deleted. Can you delete the page, while copying the history over to the article?",1,9,-1,9,,4,4,,5,,
Wikipedia,1213,555331,I must be missing something here.  Would you mind clarifying for me the nature of your extensive work on 'url'?,5,12,6,8,,7,5,,5,,
Wikipedia,1214,555624,"The 'url' has a request (header ""'url'"") left a few hours ago by someone who has pictures of signs in China but can't read them.  Would you please be willing to help?",5,10,6,6,,4,7,,4,,
Wikipedia,1215,559348,"url' has copyedited the article on my request, cleaning up much of the complicated sentence structure; I'm not sure if it's sufficient, however.  Perhaps you might be able to take another look at it?",6,10,4,8,,13,7,,1,,
Wikipedia,1216,560871,So how come he can have all types of slandereous links on his wiki page? Don't you think being an admin you should delete them?,-8,5,-4,7,,10,5,,3,,
Wikipedia,1217,563032,I don't think anybody wants the stale uninformative old Victorian results infoboxes. Can you gain consensus before deviating?,-10,-10,-3,-1,,7,1,,5,,
Wikipedia,1218,563575,GorillaWarfare- I don't know if you saw my reply on my talk page. Are you interested in being my mentor for the GU De-Ba'athification article?,1,11,4,7,,3,4,,6,,
Wikipedia,1219,563652,"Hi GW.. I was a bit bored today, so I made this: 'url'.. What do you think so far?",0,7,1,7,,6,9,,4,,
Wikipedia,1220,566998,"He's still at it, and stating that we can't stop him as he has not got a static IP. Can you at least block him for now?",0,8,-3,11,,5,4,,1,,
Wikipedia,1221,568972,It's larger now than the sub-stub previously deleted.  Can sources be added to verify the achievements?,2,8,0,-1,,9,5,,5,,
Wikipedia,1222,569261,I have applied to become an admin but no one has voted?  Why is this?,-8,0,-2,-7,,9,5,,4,,
Wikipedia,1223,576536,"So do I, because, inspite of my 100s of friends and supporters, I'm feeling a little beleaguered and lonely here. If I can hang on in here, can't you at least keep me company?",-1,-1,1,6,,7,7,,13,,
Wikipedia,1224,576930,url' is currently an orphaned article. Can you find some articles to link to 'Christa Behmenburg''?,0,6,-2,9,,6,8,,0,,
Wikipedia,1225,577309,"I'm somewhat puzzled by your recent edits on the Harper page, which have left two different sets of footnotes.  Could you please explain your rationale for the change?",4,6,8,8,,-1,8,,4,,
Wikipedia,1226,577827,These edits appear to be related to the same issue that caused the page to be protected. Could you please explain why you are doing this?,0,3,4,,-11,8,,,-1,,4
Wikipedia,1227,578640,"Hi - I noticed the same, and was wondering how you do it!  I've been trying to get 'url' next to my name by default and I can't seem to manage it... any help?",3,10,1,,6,8,,,5,,-4
Wikipedia,1228,579888,"Hi, I saw you protected 'url' ('url', 'url', 'url'). In light of their signing to 'url', their 'url', 'url', and 'url' 'url' 'url', would you mind unprotecting it so I can give it a better treatment?",3,11,6,,-9,11,,,5,,1
Wikipedia,1229,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",1,2,-1,,3,10,,,5,,-9
Wikipedia,1230,582966,"My user page is semi-protected, and the vandals are blocked. Do you want to semi-protect my talk for me please?",1,8,-3,,-6,8,,,7,,6
Wikipedia,1231,586714,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,-5,-1,-6,,-6,10,,,2,,-6
Wikipedia,1232,587361,"In your vote against my candidacy you stated that you were a ""weak oppose"".  May I ask why?",3,2,4,,-8,8,,,5,,7
Wikipedia,1233,588710,"I am the uploader of the hubble pictures.  What do I put for the author, description, and the other information?",1,7,1,,-11,3,,,5,,3
Wikipedia,1234,600763,We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,2,11,1,,1,9,,,5,,5
Wikipedia,1235,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,1,-2,-1,,-5,8,,,1,,2
Wikipedia,1236,600849,"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",5,9,5,,0,9,,,3,,-5
Wikipedia,1237,601098,This is clearly them being just as congenial and accurate as always.'url' What is the appropriate place to report them?,1,5,-1,,6,6,,,1,,3
Wikipedia,1238,607129,"Actually, that's again a misromanization.  Would you ''please'' stop this insanity?",-9,-10,3,,-11,9,,,-6,,-8
Wikipedia,1239,607362,"Email checked and responded to.  If you can't respond here, could you at least leave me a note to check my email?",-4,-1,-3,,-11,9,,,1,,6
Wikipedia,1240,607523,"As to our last discussion, you said that 'url' wasn't comprehensive enough and didn't show clearly its goal. Do you have any suggesting to improve this template?",1,9,1,,-2,7,,,4,,3
Wikipedia,1241,607779,"To be perfectly honest, I really have no idea what you're talking about.  Would it not be simpler to just ''add'' a link to the template (if that is indeed what you mean) than to create a potentially offensive and almost certain to be rapidly deleted category?",3,-5,3,6,,,-1,,,-11,6
Wikipedia,1242,608897,"This redirect isn't working because the admin who locked the page slapped a template onto it, causing this link to become mundane. Can you fix this puzzling circumstance?",-1,4,0,0,,,0,,,-3,-8
Wikipedia,1243,609730,"url' and 'url' are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?",3,4,-4,-1,,,6,,,-5,0
Wikipedia,1244,609847,Can you look at this page 'url' and tell me what you think. It has the vandal picture but wasn't edited today?,1,3,1,3,,,11,,,4,-7
Wikipedia,1245,611731,"Can I use a manga image colored by myself? There won't be any problems with the lisense, right?",1,5,1,2,,,3,,,8,7
Wikipedia,1246,615525,"I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?",0,1,9,13,,,5,,,-2,7
Wikipedia,1247,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",5,5,2,-4,,,4,,,-7,7
Wikipedia,1248,618681,"Also, how does the ""revert all edits"" function work?  Mainly, what do I put in the box for the secondary confirmation?",1,3,1,-5,,,4,,,2,-4
Wikipedia,1249,618793,"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",-8,-11,-2,0,,,1,,,-11,-10
Wikipedia,1250,618911,"Thanks.  Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",7,7,3,8,,,4,,,0,5
Wikipedia,1251,618990,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,0,-8,-4,-1,,,0,,,1,-9
Wikipedia,1252,619200,I would specifically appreciate an outside view at the thread 'url'.  What do you feel is the appropriate action?,11,8,1,12,,,3,,,13,7
Wikipedia,1253,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using.  What is the next step - doing an official call for opinions?",2,-10,1,13,,,9,,,9,7
Wikipedia,1254,619890,I don't see the vandalism. Could you show me where it is?,1,1,7,1,,,1,,,3,6
Wikipedia,1255,619977,"Yeah, and it will still have been the third to pass the full bit string tests, instead of just the byte tests. :)   What's the significance of 2042?",,3,-1,10,,,-4,,,,4
Wikipedia,1256,620208,I thought I'd asked you nicely on 'url' not to make further attempts at getting your point into the article without trying to find consensus. Could you please address my points on the talkpage before having further tries in the article itself?,2,-7,6,8,-2,6,,11,,,7
Wikipedia,1257,620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",4,9,1,7,10,2,,-2,,,1
Wikipedia,1258,620909,"Great Article RaveenS, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",3,10,2,10,10,2,,-1,,,6
Wikipedia,1259,620951,I don't see any of that in his deletion log.  Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,-8,12,7,9,-3,8,,-8,,,3
Wikipedia,1260,621082,Why would you doubt that. And for that matter why wouldn't you rewrite it yourself?,-8,-11,-7,8,-7,8,,-6,,,-9
Wikipedia,1261,621091,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,5,2,1,7,-7,11,,-3,,,-6
Wikipedia,1262,621527,I will endeavour to be (cant think of antonyms) non-combative and kind. Will you give me a particular example of what I wrote and what I should have written?,0,5,1,8,8,6,,-5,,,3
Wikipedia,1263,621579,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,0,-6,-1,5,-3,3,,4,,,13
Wikipedia,1264,621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",2,2,1,9,0,6,,-9,,,8
Wikipedia,1265,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,6,9,4,7,4,6,,-6,,,0
Wikipedia,1266,621898,You made three other edits to the 'url' article on 25 November 2007. Can you explain why?,1,1,-1,7,2,2,,-4,,,1
Wikipedia,1267,622010,"You are correct that the science is not copyright, but the purpose of the cite is 'url'. If I want to check your equation, where should I look?",1,3,1,10,-1,7,,-3,,,7
Wikipedia,1268,623240,"I'm going to have to say that a ""Socionics Institute"" is not going to cut it as a reliable source for notability. Can you come up with a third party?",1,6,1,4,-1,9,,-3,,,2
Wikipedia,1269,623354,The deletion review page linked above contains all the instructions for requesting a review. Why did you not read these instructions?,-1,0,-3,9,-3,9,,-10,,,-8
Wikipedia,1270,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",,-11,-5,2,-11,6,,-8,,,-7
Wikipedia,1271,624965,Do you feel that you've had success in forming consensus here within your knowledgebase?  What do you feel are the underlying reasons behind your current ban from Wikipedia?,1,-10,-2,,0,8,4,-2,1,,0
Wikipedia,1272,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism.  Can you cite any scholars or experts who support your thesis?,-2,2,-3,,0,11,4,0,8,,2
Wikipedia,1273,625077,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,1,7,3,,4,10,3,7,8,,4
Wikipedia,1274,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",-1,2,1,,3,4,3,1,5,,1
Wikipedia,1275,625156,"Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?",-4,1,5,,-2,7,2,-9,10,,2
Wikipedia,1276,625706,"Hi, I made on comment on the image page about this being different than Sbarro3 image.  Please... comment?",7,4,3,,0,7,3,4,3,,4
Wikipedia,1277,625793,"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",0,5,-1,,0,7,0,-10,-4,,2
Wikipedia,1278,625993,"Bingo!  Since you've seen the light, now will you stop trying to craft PR statements?",1,-9,1,,2,8,6,-10,,,3
Wikipedia,1279,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",1,6,4,,-2,10,7,-9,-2,,2
Wikipedia,1280,626199,Just curious... Where did it come from?  Where did you cut and paste it from?,1,0,-1,,-8,9,6,-3,-5,,2
Wikipedia,1281,626505,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",4,12,1,,-2,10,8,10,7,,4
Wikipedia,1282,626949,So far there are four editors on 'url' who have called you on your edit-warring. Would you please stop?,-9,-5,-1,,-7,8,4,-3,-3,,-8
Wikipedia,1283,626970,"If it's not clear, I am asking for a '''quote from your source''' which supports the statement which you inserted into the article with your reference. Can you please supply a quote?",2,9,3,,1,7,2,8,9,,5
Wikipedia,1284,627166,"That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?",0,4,-2,,3,5,6,-3,3,,5
Wikipedia,1285,627410,So the nomination was made by your sock. Could you explain why you choose to use a sock?,4,-1,1,,-3,7,9,1,5,,1
Wikipedia,1286,627434,I see that you have made an edit to another page since posting the request for IP block exemption. Does that mean the block is  no longer in force?,1,4,1,,0,6,,6,0,,
Wikipedia,1287,627441,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,-5,-10,-8,,-9,5,,4,-8,,
Wikipedia,1288,627547,"Your first attempt at doing this also added a <nowiki>""'url'""</nowiki> line to the article, and that's what triggered the bot.  Perhaps you should get into the habit of using the 'Show changes button?",2,-7,-1,,-2,10,,0,-2,,
Wikipedia,1289,627968,"Hi Steph - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",3,7,1,,6,9,,0,6,,
Wikipedia,1290,628136,"Okay, how about this... Give me five minutes. I'll list all the images you have uploaded, you tell me where they came from, okay?",2,1,-6,,-5,3,,3,1,,
Wikipedia,1291,628362,Do you really think it is necessary to do that? Could you not simply take my advice on board?,-8,-1,6,,-3,9,,-1,-9,,
Wikipedia,1292,628398,Have you as yet cast your own vote for 'url'? Is there anything you can do to address some of the questions?,3,1,-5,,4,3,,-4,3,,
Wikipedia,1293,628721,"Sorry for the slow reply, something I needed to take care of. 'url' is restored- if it is mentioned in such 'url', could you please 'url' them in the article?",7,5,7,,6,13,,-11,12,,
Wikipedia,1294,628742,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",5,7,0,,-3,7,,3,12,,
Wikipedia,1295,629553,"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",-8,3,0,,-4,8,,1,-7,,
Wikipedia,1296,629728,"I create 'url', and then I would click ""Move"" on the top of the page I want to merge (for example 'url'? Is that how you do it?",1,2,1,,-3,6,,4,1,,
Wikipedia,1297,629786,"And NO Igor, discuss edits with ME please. Are you proposing to discard the mentorship agreement?",-6,-6,1,,-8,4,,-2,-8,,
Wikipedia,1298,630132,All allegations currently in the article should have sources. Can you indicate which ones do not?,1,3,-1,,-5,0,,1,4,,
Wikipedia,1299,630525,"Just noticed that the ""time"" field is eliminated from the collapsable boxes. Could you make this something that is displayed when the box is expanded?",3,4,6,,4,6,,-1,1,,
Wikipedia,1300,630746,"Sorry, I did not know there has been a category before. Can you delete it?",3,6,-1,,6,4,,-2,6,,