ID,Community,Id,Request,EN1,EN2,EN3,EN4,EN5,EN6,EN7,CH1,CH2,CH3,CH4/h,CH5/h,CH6/h,CH7/h,CH8/h,CH9/h,CH10/h,CH11/h,KO1,KO2,KO3,KO4,KO5,KO6,KO7,KO8/h,KO9/h,KO10/h,Sue,Score1,Score2,Score3,Score4,Score5,NormalizedScore,politenessMEAN,politenessSD,MsgLength
228,Wikipedia,579888,"Hi, I saw you protected 'url' ('url', 'url', 'url'). In light of their signing to 'url', their 'url', 'url', and 'url' 'url' 'url', would you mind unprotecting it so I can give it a better treatment?",21,7,13,14,,10,13,15,23,18,,3,23,,,17,,13,25,17,5,14,19,8,10,,,,1,18,13,13,16,13,0.266128083716851,14.60,2.30,199.00
229,Wikipedia,581772,"The review has been up there for something like six weeks, I notice. Think you'll be able to take care of those last couple of things?",10,8,14,11,10,14,10,13,14,11,,15,22,,,17,,3,18,3,13,13,12,11,12,9,,,1,9,5,13,5,9,-1.094270791952880,8.20,3.35,134.00
230,Wikipedia,582966,"My user page is semi-protected, and the vandals are blocked. Do you want to semi-protect my talk for me please?",17,9,13,12,11,9,14,13,20,9,,6,20,,,19,,18,20,17,15,20,16,13,12,18,,,1,17,17,16,9,13,0.120701665348439,14.40,3.44,111.00
231,Wikipedia,586714,Hmm...it appears to be an infobox at the moment and lacking in any content other than that. Have you done a search for the battle at all?,2,,13,13,10,9,12,7,11,6,,6,22,,,14,,6,8,5,16,7,18,7,8,7,,,1,13,7,17,15,10,-0.452850511737648,12.40,3.97,137.00
232,Wikipedia,587361,"In your vote against my candidacy you stated that you were a ""weak oppose"".  May I ask why?",18,16,12,13,15,6,15,15,14,16,,4,20,,,17,,19,16,14,18,10,14,9,11,19,,,1,17,17,13,19,13,0.409888093545373,15.80,2.68,91.00
233,Wikipedia,588710,"I am the uploader of the hubble pictures.  What do I put for the author, description, and the other information?",19,12,13,12,12,16,13,13,19,13,,1,15,,,17,,15,17,13,10,11,17,13,11,16,,,1,13,13,21,13,13,-0.133055944741405,14.60,3.58,112.00
234,Wikipedia,600763,We are working on adding some information regarding the significance of the podcast. Do you have any additional tips on improving out article's quality?,22,20,12,14,13,12,15,14,23,13,,13,21,,,17,,17,25,17,17,19,12,8,13,20,,,1,17,25,17,17,17,0.800652708449907,18.60,3.58,152.00
235,Wikipedia,600844,During your RFA you stated that you would be helping deal with the Scibaby situation after Raul stopped doing it. Do you feel that you've done what you said you were going to do?,6,7,12,11,,14,12,13,10,11,,7,20,,,13,,14,9,1,13,10,12,,8,14,,,1,9,9,9,11,13,-1.150131314392460,10.20,1.79,178.00
236,Wikipedia,600849,"I noticed your ""Original Research"" notation for the section on weights and measures in the article in Liberia. Could you explain in more detail your concern and how it might be remedied?",17,9,14,15,10,13,13,17,21,17,,12,21,,,15,,7,25,16,20,23,14,14,14,17,,,1,14,21,13,16,17,0.548947376741203,16.20,3.11,186.00
237,Wikipedia,601098,This is clearly them being just as congenial and accurate as always.'url' What is the appropriate place to report them?,13,6,13,12,6,16,13,13,17,11,,18,18,,,13,,15,16,15,16,14,14,,14,15,,,1,13,9,1,11,14,-0.709119723525221,9.60,5.18,119.00
238,Wikipedia,607129,"Actually, that's again a misromanization.  Would you ''please'' stop this insanity?",1,2,12,7,3,4,9,3,2,15,,1,21,,,6,,4,2,1,3,3,22,4,4,17,,,1,15,5,17,5,9,-0.878475786969080,10.20,5.59,83.00
239,Wikipedia,607362,"Email checked and responded to.  If you can't respond here, could you at least leave me a note to check my email?",11,8,12,12,2,14,10,8,11,9,,1,21,,,13,,18,10,3,14,15,13,5,14,19,,,1,18,12,5,9,10,-0.911159791435926,10.80,4.76,113.00
240,Wikipedia,607523,"As to our last discussion, you said that 'url' wasn't comprehensive enough and didn't show clearly its goal. Do you have any suggesting to improve this template?",16,7,12,13,13,10,15,13,21,13,,10,19,,,16,,15,17,15,21,23,18,11,12,16,,,1,18,17,9,21,9,0.255764518217328,14.80,5.50,161.00
241,Wikipedia,607779,"To be perfectly honest, I really have no idea what you're talking about.  Would it not be simpler to just ''add'' a link to the template (if that is indeed what you mean) than to create a potentially offensive and almost certain to be rapidly deleted category?",5,8,8,9,8,10,10,15,7,15,18,,,11,,,1,18,1,4,20,22,,10,14,18,10,13,1,10,5,17,10,9,-0.795378404465818,10.20,4.32,260.00
242,Wikipedia,608897,"This redirect isn't working because the admin who locked the page slapped a template onto it, causing this link to become mundane. Can you fix this puzzling circumstance?",15,10,8,12,18,15,10,11,16,12,12,,,12,,,9,4,16,13,17,19,16,,12,18,19,11,1,17,9,13,10,13,-0.417281542956494,12.40,3.13,170.00
243,Wikipedia,609730,"url' and 'url' are both accounts which have vandalised the article, and both have been created solely for vandalism. I believe they're one and the same; do you know an admin that can take action?",18,10,12,12,14,9,13,15,16,8,11,,,18,,,7,12,13,15,18,16,13,,12,,14,13,1,17,13,13,13,13,-0.155905883195296,13.80,1.79,196.00
244,Wikipedia,609847,Can you look at this page 'url' and tell me what you think. It has the vandal picture but wasn't edited today?,17,16,10,12,14,16,13,13,15,13,15,,,23,,,16,5,15,13,13,15,17,12,12,10,18,12,1,21,13,9,18,15,0.431631419747314,15.20,4.60,110.00
245,Wikipedia,611731,"Can I use a manga image colored by myself? There won't be any problems with the lisense, right?",19,12,13,12,12,10,13,13,17,13,14,,,15,,,20,19,19,10,14,15,12,9,9,13,18,11,1,17,17,16,17,17,0.636410035133330,16.80,0.45,95.00
246,Wikipedia,615525,"I'm sorry, but I don't see how my edit makes it harder to find the book. Could you please explain?",11,10,13,14,16,11,13,12,13,21,25,,,17,,,10,19,24,14,20,21,15,15,14,22,23,18,1,12,9,17,5,17,-0.254725592506743,12.00,5.20,98.00
247,Wikipedia,618622,"Okay - later tonight (I'm a bit busy right now), I'll restore them for... hm. Will three days be long enough for you to copy the information?",18,12,13,12,18,9,12,17,17,14,8,,,16,,,5,19,22,17,16,18,18,11,14,18,16,17,1,17,9,17,14,1,-0.049481212930222,11.60,6.77,141.00
248,Wikipedia,618681,"Also, how does the ""revert all edits"" function work?  Mainly, what do I put in the box for the secondary confirmation?",17,17,14,12,12,13,13,13,15,13,7,,,16,,,14,8,17,13,14,15,16,11,12,13,15,10,1,13,11,21,21,13,0.128908072032486,15.80,4.82,118.00
249,Wikipedia,618793,"I am an administrator on this project and my task is to enforce these rules. Now, will you cooperate or will I have to block you?",3,3,8,4,1,10,10,4,1,10,12,,,13,,,1,2,2,1,14,3,13,5,9,4,6,6,1,1,9,14,6,5,-1.780212350591250,7.00,4.85,129.00
250,Wikipedia,618911,"Thanks.  Aside from rewrites and creations (which I've no mind for), anything in particular you see that I should focus on, or is it going okay?",23,20,14,13,17,14,13,19,19,15,20,,,16,,,12,17,2,17,19,15,20,14,12,22,19,18,1,17,18,19,17,17,0.970407811954645,17.60,0.89,144.00
251,Wikipedia,618990,Reading the guideline again: ''The name of each article (a link to the articles is recommended as well) in which fair use is claimed for the item''. Where does that say I '''need''' a link to the article?,15,8,13,8,,16,11,12,4,8,11,,,12,,,13,3,2,1,9,12,16,7,10,13,16,10,1,19,13,10,5,13,-0.555975157501094,12.00,5.10,204.00
252,Wikipedia,619200,I would specifically appreciate an outside view at the thread 'url'.  What do you feel is the appropriate action?,19,10,12,12,14,10,10,23,20,13,24,,,15,,,25,19,24,16,19,11,16,10,12,22,19,10,1,16,21,21,16,16,0.919504860544765,18.00,2.74,113.00
253,Wikipedia,619638,"Thank you for coming in, reading what is there, and saying what I mean in terms better than what I'm using.  What is the next step - doing an official call for opinions?",23,4,13,13,19,9,14,14,2,13,25,,,21,,,21,19,2,19,16,23,15,11,12,19,22,17,1,21,16,13,16,17,0.418492054657936,16.60,2.88,169.00
254,Wikipedia,619890,I don't see the vandalism. Could you show me where it is?,20,12,12,13,15,16,13,13,13,19,13,,,13,,,15,18,13,15,5,21,17,12,11,16,13,12,1,13,13,17,12,17,0.104518305794231,14.40,2.41,57.00
255,Wikipedia,619977,"Yeah, and it will still have been the third to pass the full bit string tests, instead of just the byte tests. :)   What's the significance of 2042?",20,,14,13,22,9,13,,15,11,22,,,8,,,,16,23,13,20,19,,11,13,16,18,14,1,20,14,13,23,17,0.507742762268973,17.40,4.16,148.00
256,Wikipedia,620208,I thought I'd asked you nicely on 'url' not to make further attempts at getting your point into the article without trying to find consensus. Could you please address my points on the talkpage before having further tries in the article itself?,4,3,12,11,8,9,11,14,5,18,20,10,18,,23,,,19,6,6,22,3,,15,12,18,,,1,15,17,14,15,10,0.003345023751769,14.20,2.59,243.00
257,Wikipedia,620410,"Thank you for that, I was having a problem with diffs and the explanation didn't make sense to me. This is the first I have had to do, what is the procedure?",21,12,13,13,14,8,16,16,21,13,19,22,14,,10,,,13,16,18,16,20,,16,15,18,,,1,16,16,17,9,21,0.575518381848867,15.80,4.32,157.00
258,Wikipedia,620909,"Great Article RaveenS, Do u want me to add this to the template (Sri Lankan Conflict)? I think it should be included in the ''see also'' section what do you suggest?",14,17,13,15,16,16,14,15,22,14,22,22,14,,11,,,18,25,20,20,19,,,14,5,,,1,17,19,16,25,11,1.004494180595180,17.60,5.08,165.00
259,Wikipedia,620951,I don't see any of that in his deletion log.  Would you please find out which one it was as evidence so you're not blindly accusing an admin of deleting something they didn't delete?,5,2,14,7,5,8,11,4,24,19,21,9,20,,4,,,15,10,2,17,20,,10,10,16,,,1,9,18,1,9,5,-1.145264433038410,8.40,6.31,182.00
260,Wikipedia,621082,Why would you doubt that. And for that matter why wouldn't you rewrite it yourself?,4,2,12,7,2,11,12,4,1,5,20,5,20,,6,,,3,14,1,6,11,,15,5,4,,,1,5,2,5,4,8,-1.819553423544270,4.80,2.17,83.00
261,Wikipedia,621091,I had a brief look over the editing history of the article and I could only see three reverts. Perhaps this could be checked?,18,15,14,12,16,8,14,17,14,13,19,5,23,,9,,,6,17,14,13,21,,15,10,18,,,1,15,13,14,17,13,0.069585913412855,14.40,1.67,125.00
262,Wikipedia,621527,I will endeavour to be (cant think of antonyms) non-combative and kind. Will you give me a particular example of what I wrote and what I should have written?,19,15,12,11,14,13,15,12,17,13,20,20,18,,7,,,15,19,8,20,16,,16,13,18,,,1,17,17,17,10,16,0.392348057085893,15.40,3.05,157.00
263,Wikipedia,621579,I have some made some improvements to the articles you references on the above user's talk page. Perhaps next time you would bring your concerns directly to '''me'''?,4,7,13,11,8,10,10,12,6,11,17,9,15,,16,,,25,12,2,9,1,,,14,19,,,1,9,10,14,9,9,-0.863705866167637,10.20,2.17,166.00
264,Wikipedia,621603,"I'm sorry, I don't know what article you are talking about. Can you please provide the exact name?",20,17,12,15,17,8,15,14,14,13,21,12,18,,3,,,20,15,19,16,25,,15,13,21,,,1,17,23,19,17,25,1.170973497965340,20.20,3.63,98.00
265,Wikipedia,621823,Since you already had the filmography listed I cut some films from the intro which you didn't tell much else about. Are you happy with my changes?,18,12,12,12,9,11,14,18,21,16,19,16,18,,6,,,12,9,10,21,1,,11,13,6,,,1,12,17,9,20,21,0.327515948491473,15.80,5.17,146.00
266,Wikipedia,621898,You made three other edits to the 'url' article on 25 November 2007. Can you explain why?,11,12,12,13,14,15,12,13,13,11,19,14,14,,8,,,13,14,13,16,19,,15,14,18,,,1,11,21,25,12,9,-0.012495039743382,15.60,6.99,89.00
267,Wikipedia,622010,"You are correct that the science is not copyright, but the purpose of the cite is 'url'. If I want to check your equation, where should I look?",18,13,13,13,17,10,14,13,15,13,22,11,19,,9,,,19,17,13,11,6,,13,14,21,,,1,17,16,21,15,15,0.627949800881369,16.80,2.49,143.00
268,Wikipedia,623240,"I'm going to have to say that a ""Socionics Institute"" is not going to cut it as a reliable source for notability. Can you come up with a third party?",11,10,12,12,15,9,13,13,18,13,16,11,21,,9,,,14,12,11,14,,,15,13,17,,,1,17,4,25,9,17,0.012751134623849,14.40,8.11,149.00
269,Wikipedia,623354,The deletion review page linked above contains all the instructions for requesting a review. Why did you not read these instructions?,9,7,13,10,4,15,9,11,12,9,21,9,21,,2,,,4,5,4,7,2,,14,12,18,,,1,3,9,5,5,12,-1.407113429759400,6.80,3.63,133.00
270,Wikipedia,624529,"just look out or you'll regret!OK, stop here, go to bed. Have U done ""Tourism Report"" yet?",3,,6,8,2,9,,,1,7,14,1,18,,4,,,5,,1,5,2,,5,6,7,,,1,1,15,5,9,12,-1.145239736704370,8.40,5.55,90.00
271,Wikipedia,624965,Do you feel that you've had success in forming consensus here within your knowledgebase?  What do you feel are the underlying reasons behind your current ban from Wikipedia?,13,3,12,13,13,13,14,13,2,10,,12,20,16,10,13,,12,16,6,17,6,18,15,13,,,12,1,13,22,12,21,16,0.329523565190612,16.80,4.55,173.00
272,Wikipedia,625066,Oosterman is hardly the world's foremost expert on Hyper-Calvinism.  Can you cite any scholars or experts who support your thesis?,2,6,14,12,14,11,12,10,14,9,,12,23,16,12,20,,14,9,18,21,18,14,13,11,,,11,1,17,5,5,18,13,-0.407145504766357,11.60,6.31,130.00
273,Wikipedia,625077,I tried to create a similar map for Canada but couldn't get a usable output from the site you used for the Australia map. Could you create a Canadian one?,23,10,13,13,10,17,13,13,19,15,,16,22,15,19,20,,16,13,18,14,23,15,19,14,,,12,1,21,16,17,20,15,0.807310854755629,17.80,2.59,154.00
274,Wikipedia,625120,"Hey, if you took this picture you can release it into the public domain. If not, do you know who took it?",16,15,14,12,11,7,13,11,14,13,,15,16,15,13,17,,13,25,17,11,15,16,14,9,,,10,1,13,21,13,17,15,0.316287500043306,15.80,3.35,105.00
275,Wikipedia,625156,"Evidently, I don't have enough consciousness, because I haven't the foggiest idea of what you're talking about. Could you tell me?",10,2,5,11,4,8,12,8,13,17,,10,19,14,3,22,,14,18,1,13,14,11,13,14,,,4,1,6,12,12,9,16,-0.999851467868735,11.00,3.74,130.00
276,Wikipedia,625706,"Hi, I made on comment on the image page about this being different than Sbarro3 image.  Please... comment?",16,11,10,,10,8,10,19,16,15,,12,19,15,16,15,,16,18,16,15,13,15,16,14,,,10,1,17,16,16,16,9,0.187951901963860,14.80,3.27,106.00
277,Wikipedia,625793,"There's nothing in your history besides editing my page, so I'm not sure to what you are referring. What page are you talking about?",11,8,11,12,10,9,11,12,17,11,,12,19,12,2,8,,14,17,16,10,11,17,14,11,,,12,1,9,9,10,9,8,-0.947097369195302,9.00,0.71,132.00
278,Wikipedia,625993,"Bingo!  Since you've seen the light, now will you stop trying to craft PR statements?",1,3,11,10,3,5,7,13,3,13,,14,20,18,2,,,15,17,7,13,14,19,13,12,,,10,1,13,11,9,9,5,-1.244392457468520,9.40,2.97,85.00
279,Wikipedia,626078,"Your bot's edits aren't being marked as such; that is, they still appear in my watchlist when I choose to hide bot edits. Could you do something about this?",9,8,12,12,11,12,13,13,18,16,,10,22,19,3,10,,14,17,13,14,19,15,15,14,,,5,1,13,9,15,11,10,-0.421125173202292,11.60,2.41,156.00
280,Wikipedia,626199,Just curious... Where did it come from?  Where did you cut and paste it from?,16,3,9,12,10,7,10,13,12,11,,4,21,18,9,7,,14,25,6,8,2,,10,7,,,9,1,13,13,16,16,16,0.168795955863172,14.80,1.64,77.00
281,Wikipedia,626505,"Perfect, thank you! Can you help with the phonetics of other Nordic languages?",20,16,13,14,16,15,16,16,24,13,,10,22,20,22,19,,16,25,21,19,23,19,19,17,,,18,1,17,17,22,18,20,1.236243119067740,18.80,2.17,78.00
282,Wikipedia,626949,So far there are four editors on 'url' who have called you on your edit-warring. Would you please stop?,7,4,9,6,4,9,12,3,7,11,,5,20,16,9,9,,4,12,3,7,15,11,13,12,,,8,1,17,9,8,25,9,-0.510874015505641,13.60,7.33,103.00
283,Wikipedia,626970,"If it's not clear, I am asking for a '''quote from your source''' which supports the statement which you inserted into the article with your reference. Can you please supply a quote?",1,8,13,12,8,10,13,14,21,15,,13,19,14,20,21,,17,9,15,15,15,16,16,11,,,6,1,12,15,17,16,8,-0.149874467513525,13.60,3.65,182.00
284,Wikipedia,627166,"That sounds fine, but why would you want somebody who knows nothing about the show to write them? If you are informed about it, wouldn't you be a good person to do it?",4,6,12,12,6,19,11,12,16,10,,15,17,18,9,15,,17,11,4,19,17,,18,12,,,3,1,13,11,7,11,9,-1.024207991743210,10.20,2.28,167.00
285,Wikipedia,627410,So the nomination was made by your sock. Could you explain why you choose to use a sock?,15,2,14,12,4,4,12,16,11,13,,9,19,21,13,17,,13,,18,17,20,13,16,13,,,10,1,10,9,13,14,14,-0.329958117141695,12.00,2.35,88.00
286,Wikipedia,627434,I see that you have made an edit to another page since posting the request for IP block exemption. Does that mean the block is  no longer in force?,17,11,12,13,13,6,12,13,16,13,,12,18,,18,12,,,22,14,15,16,16,11,11,17,,,1,13,11,17,8,16,-0.310072262870601,13.00,3.67,147.00
287,Wikipedia,627441,And wasting our time as well. I can only repeat: why don't you do constructive work by adding contents about your beloved Makedonia?,1,2,7,5,1,4,8,7,2,4,,3,17,,16,4,,,1,1,4,20,14,5,4,18,,,1,3,9,1,1,13,-1.556198596761820,5.40,5.37,132.00
288,Wikipedia,627547,"Your first attempt at doing this also added a <nowiki>""'url'""</nowiki> line to the article, and that's what triggered the bot.  Perhaps you should get into the habit of using the 'Show changes button?",9,7,13,13,16,11,10,14,5,11,,10,22,,12,10,,,7,3,16,18,,7,7,12,,,1,10,10,9,5,9,-1.172069812033140,8.60,2.07,200.00
289,Wikipedia,627968,"Hi Steph - this would be a fine article, but its already pretty fleshed out - do you have a specific sub-topic regarding propaganda films that you'd like to write about? Have you found some research about propaganda films that you'd like to synthesize?",24,13,12,13,16,12,13,15,19,13,,18,21,,12,18,,,22,17,20,25,,13,7,9,,,1,20,16,13,17,11,0.594685237242249,15.40,3.51,252.00
290,Wikipedia,628136,"Okay, how about this... Give me five minutes. I'll list all the images you have uploaded, you tell me where they came from, okay?",11,6,13,10,4,10,11,14,13,6,,7,15,,15,13,,,8,3,17,16,11,11,8,15,,,1,11,9,17,19,17,0.056504470770790,14.60,4.34,129.00
291,Wikipedia,628362,Do you really think it is necessary to do that? Could you not simply take my advice on board?,5,6,9,9,4,10,10,4,11,18,,9,21,,11,3,,,1,1,4,11,19,10,11,8,,,1,13,6,9,9,9,-0.909653636324519,9.20,2.49,93.00
292,Wikipedia,628398,Have you as yet cast your own vote for 'url'? Is there anything you can do to address some of the questions?,22,8,14,12,13,8,11,15,13,7,,16,15,,8,15,,,8,16,16,18,,13,6,16,,,1,13,21,14,16,16,0.379384497036944,16.00,3.08,108.00
293,Wikipedia,628721,"Sorry for the slow reply, something I needed to take care of. 'url' is restored- if it is mentioned in such 'url', could you please 'url' them in the article?",23,14,11,12,11,10,14,19,17,19,,18,25,,1,24,,,15,14,19,25,,13,11,10,,,1,19,17,17,19,21,1.070741710694070,18.60,1.67,158.00
294,Wikipedia,628742,"Thank you for telling me. Can you please revert my deletion, for I do not yet know how to do so?",25,11,11,20,23,16,12,17,19,12,,9,19,,15,24,,,19,19,18,25,17,13,11,20,,,1,15,19,17,25,19,1.305236801294890,19.00,3.74,96.00
295,Wikipedia,629553,"No, I said that targetting images merely because of their uploader would be considered wikistalking- I explicitly said I did not want to accuse anyone of anything. Which images do you feel have been tagged incorrectly?",3,7,9,11,14,11,11,4,15,12,,8,20,,13,5,,,3,15,4,7,,11,11,14,,,1,17,13,17,9,13,-0.182824105394222,13.80,3.35,218.00
296,Wikipedia,629728,"I create 'url', and then I would click ""Move"" on the top of the page I want to merge (for example 'url'? Is that how you do it?",21,15,13,13,14,14,14,13,14,13,,9,18,,16,13,,,21,13,13,18,12,10,10,16,,,1,13,13,15,13,17,-0.072206937826227,14.20,1.79,127.00
297,Wikipedia,629786,"And NO Igor, discuss edits with ME please. Are you proposing to discard the mentorship agreement?",1,5,8,7,1,3,6,6,6,13,,4,16,,10,4,,,10,1,15,5,11,,6,6,,,1,13,13,13,13,10,-0.402731087408127,12.40,1.34,97.00
298,Wikipedia,630132,All allegations currently in the article should have sources. Can you indicate which ones do not?,13,14,13,13,16,11,12,13,15,11,,7,12,,13,16,,,12,14,14,20,13,,10,16,,,1,17,13,12,14,10,-0.304533405723912,13.20,2.59,97.00
299,Wikipedia,630525,"Just noticed that the ""time"" field is eliminated from the collapsable boxes. Could you make this something that is displayed when the box is expanded?",16,11,12,13,18,6,15,15,16,18,,16,18,,11,13,,,16,14,18,23,9,,12,10,,,1,16,13,17,17,11,0.279151626766310,14.80,2.68,150.00
300,Wikipedia,630746,"Sorry, I did not know there has been a category before. Can you delete it?",21,14,13,11,14,15,12,15,18,11,,18,16,,10,18,,,22,13,11,24,16,13,11,19,,,1,16,21,19,17,16,1.035613132494890,17.80,2.17,74.00